arxiv_id,compound_formula,sample_form,synthesis_method,doping_or_composition,tc_K,hc2_T,temperature_K,field_T,Jc_A_per_cm2,figure_id,notes,primary_scan_direction,fixed_axis_value,extraction_method,confidence
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,2.0,0.0,1000000.0,vision_pass_round3_curve_1,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,2.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,2.0,845076.77,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,5.0,728958.34,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,10.0,617095.82,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,15.0,511316.56,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,20.0,412409.31,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,30.0,286142.6,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,40.0,205110.35,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,3.0,50.0,142887.5,vision_pass_round3_curve_2,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,3.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,0.0,1000000.0,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,1.0,912010.23,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,2.0,823483.48,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,5.0,728958.34,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,10.0,617095.82,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,15.0,487902.36,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,20.0,349818.78,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,30.0,257039.64,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,40.0,178852.77,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,4.0,50.0,116476.64,vision_pass_round3_curve_3,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,4.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,0.0,1000000.0,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,1.0,879837.97,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,2.0,781149.27,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,5.0,690120.25,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,10.0,565685.42,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,15.0,425183.1,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,20.0,301917.21,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,30.0,186001.39,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,40.0,138720.0,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,5.0,50.0,88723.6,vision_pass_round3_curve_4,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,5.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,0.0,912010.23,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,1.0,789281.53,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,2.0,676746.23,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,5.0,513503.64,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,10.0,400246.64,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,15.0,276888.94,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,20.0,176455.61,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,30.0,115496.17,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,40.0,68941.36,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,6.0,50.0,43446.58,vision_pass_round3_curve_5,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,6.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,0.0,823483.48,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,1.0,690120.25,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,2.0,576009.49,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,5.0,400246.64,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,10.0,228932.9,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,15.0,142012.1,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,20.0,81508.19,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,30.0,43271.12,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,40.0,22698.3,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,7.0,50.0,11994.91,vision_pass_round3_curve_6,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,7.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,0.0,732273.4,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,1.0,606798.29,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,2.0,491208.86,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,5.0,314555.84,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,10.0,134207.68,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,15.0,61230.29,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,20.0,29699.0,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,30.0,14520.18,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,40.0,7056.28,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,8.0,50.0,3793.96,vision_pass_round3_curve_7,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,8.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,0.0,652939.7,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,1.0,506064.31,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,2.0,372227.33,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,5.0,191878.78,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,10.0,60924.96,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,15.0,21690.27,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,20.0,7665.07,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,30.0,2906.16,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,40.0,1051.53,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,unknown,FeTe0.59Se0.41,14.0,47.0,9.0,50.0,353.24,vision_pass_round3_curve_8,Round 3 disambiguation-aware vision-pass; sample=FeTe0.59Se0.41; orient=H//c; method=magnetization; sample_tc_used=14.0K,H,9.0,vision_pass_round3,High
