pdf_name,page,mp_formula,compound_raw,log_Jc,temperature_K,field_T,Tc_K,Hc2_T_lit
0003253v2.pdf,2,KBa2Bi2O7,T = 10 K,4.740362689494244,10.0,7.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 10 K,4.698970004336019,10.0,8.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 10 K,4.653212513775344,10.0,9.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 10 K,4.6020599913279625,10.0,10.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.903089986991944,15.0,0.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.8750612633917,15.0,1.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.845098040014257,15.0,2.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.812913356642856,15.0,3.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.778151250383644,15.0,4.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.740362689494244,15.0,5.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.698970004336019,15.0,6.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.653212513775344,15.0,7.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.6020599913279625,15.0,8.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.544068044350276,15.0,9.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 15 K,4.477121254719663,15.0,10.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.845098040014257,20.0,0.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.812913356642856,20.0,1.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.778151250383644,20.0,2.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.740362689494244,20.0,3.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.698970004336019,20.0,4.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.653212513775344,20.0,5.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.6020599913279625,20.0,6.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.544068044350276,20.0,7.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.477121254719663,20.0,8.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.3979400086720375,20.0,9.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 20 K,4.301029995663981,20.0,10.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.778151250383644,25.0,0.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.740362689494244,25.0,1.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.698970004336019,25.0,2.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.653212513775344,25.0,3.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.6020599913279625,25.0,4.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.544068044350276,25.0,5.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.477121254719663,25.0,6.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.3979400086720375,25.0,7.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.301029995663981,25.0,8.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.176091259055681,25.0,9.0,31.0,25.0
0003253v2.pdf,2,KBa2Bi2O7,T = 25 K,4.0,25.0,10.0,31.0,25.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,5.0,4.2,0.0,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.954242509439325,4.2,0.15,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.903089986991944,4.2,0.3,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.845098040014257,4.2,0.45,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.778151250383644,4.2,0.6,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.698970004336019,4.2,0.75,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.6020599913279625,4.2,0.9,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.477121254719663,4.2,1.05,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.301029995663981,4.2,1.2,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.176091259055681,4.2,1.35,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 4.2 K,4.0,4.2,1.5,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.698970004336019,20.0,0.0,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.653212513775344,20.0,0.15,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.6020599913279625,20.0,0.3,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.544068044350276,20.0,0.45,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.477121254719663,20.0,0.6,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.3979400086720375,20.0,0.75,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.301029995663981,20.0,0.9,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.176091259055681,20.0,1.05,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.079181246047625,20.0,1.2,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,4.0,20.0,1.35,39.0,16.0
0104236v1.pdf,11,MgB2,MgB2 20 K,3.903089986991944,20.0,1.5,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,7.204119982655925,2.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,7.176091259055681,2.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,7.146128035678238,2.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,7.113943352306837,2.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,7.079181246047625,2.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,7.041392685158225,2.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,7.0,2.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.954242509439325,2.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.903089986991944,2.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.845098040014257,2.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.778151250383644,2.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.698970004336019,2.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.6020599913279625,2.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.477121254719663,2.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.301029995663981,2.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,6.0,2.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,5.698970004336019,2.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,5.301029995663981,2.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,2 K,5.0,2.0,1.0,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,7.176091259055681,4.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,7.146128035678238,4.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,7.113943352306837,4.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,7.079181246047625,4.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,7.041392685158225,4.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,7.0,4.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.954242509439325,4.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.903089986991944,4.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.845098040014257,4.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.778151250383644,4.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.698970004336019,4.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.6020599913279625,4.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.477121254719663,4.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.301029995663981,4.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,6.0,4.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,5.698970004336019,4.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,5.301029995663981,4.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,5.0,4.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,4 K,4.698970004336019,4.0,1.0,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,7.146128035678238,6.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,7.113943352306837,6.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,7.079181246047625,6.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,7.041392685158225,6.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,7.0,6.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.954242509439325,6.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.903089986991944,6.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.845098040014257,6.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.778151250383644,6.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.698970004336019,6.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.6020599913279625,6.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.477121254719663,6.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.301029995663981,6.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,6.0,6.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,5.698970004336019,6.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,5.301029995663981,6.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,5.0,6.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,4.698970004336019,6.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,6 K,4.301029995663981,6.0,1.0,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,7.113943352306837,8.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,7.079181246047625,8.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,7.041392685158225,8.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,7.0,8.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.954242509439325,8.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.903089986991944,8.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.845098040014257,8.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.778151250383644,8.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.698970004336019,8.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.6020599913279625,8.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.477121254719663,8.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.301029995663981,8.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,6.0,8.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,5.698970004336019,8.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,5.301029995663981,8.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,5.0,8.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,4.698970004336019,8.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,4.301029995663981,8.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,8 K,4.0,8.0,1.0,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,7.079181246047625,10.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,7.041392685158225,10.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,7.0,10.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.954242509439325,10.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.903089986991944,10.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.845098040014257,10.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.778151250383644,10.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.698970004336019,10.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.6020599913279625,10.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.477121254719663,10.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.301029995663981,10.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,6.0,10.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,5.698970004336019,10.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,5.301029995663981,10.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,5.0,10.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,4.698970004336019,10.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,4.301029995663981,10.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,4.0,10.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,10 K,3.6989700043360174,10.0,1.0,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,7.041392685158225,14.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,7.0,14.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.954242509439325,14.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.903089986991944,14.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.845098040014257,14.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.778151250383644,14.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.698970004336019,14.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.6020599913279625,14.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.477121254719663,14.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.301029995663981,14.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,6.0,14.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,5.698970004336019,14.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,5.301029995663981,14.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,5.0,14.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,4.698970004336019,14.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,4.301029995663981,14.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,4.0,14.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,3.6989700043360174,14.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,14 K,3.3010299956639813,14.0,1.0,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,7.0,18.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.954242509439325,18.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.903089986991944,18.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.845098040014257,18.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.778151250383644,18.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.698970004336019,18.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.6020599913279625,18.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.477121254719663,18.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.301029995663981,18.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,6.0,18.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,5.698970004336019,18.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,5.301029995663981,18.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,5.0,18.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,4.698970004336019,18.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,4.301029995663981,18.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,4.0,18.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,3.6989700043360174,18.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,3.3010299956639813,18.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,18 K,3.0,18.0,1.0,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.954242509439325,22.0,0.01,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.903089986991944,22.0,0.02,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.845098040014257,22.0,0.03,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.778151250383644,22.0,0.04,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.698970004336019,22.0,0.05,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.6020599913279625,22.0,0.06,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.477121254719663,22.0,0.07,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.301029995663981,22.0,0.08,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,6.0,22.0,0.09,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,5.698970004336019,22.0,0.1,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,5.301029995663981,22.0,0.2,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,5.0,22.0,0.3,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,4.698970004336019,22.0,0.4,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,4.301029995663981,22.0,0.5,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,4.0,22.0,0.6,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,3.6989700043360174,22.0,0.7,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,3.3010299956639813,22.0,0.8,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,3.0,22.0,0.9,39.0,16.0
0104249v3.pdf,16,MgB2,22 K,2.6989700043360187,22.0,1.0,39.0,16.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.903089986991944,5.0,1.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.8750612633917,5.0,1.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.845098040014257,5.0,1.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.812913356642856,5.0,1.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.778151250383644,5.0,1.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.740362689494244,5.0,2.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.698970004336019,5.0,2.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.653212513775344,5.0,2.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.6020599913279625,5.0,2.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.544068044350276,5.0,2.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.477121254719663,5.0,3.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.3979400086720375,5.0,3.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.301029995663981,5.0,3.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.176091259055681,5.0,3.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,6.0,5.0,3.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,5.903089986991944,5.0,4.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,5.778151250383644,5.0,4.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,5.6020599913279625,5.0,4.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,5.301029995663981,5.0,4.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,5 K,5.0,5.0,4.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.845098040014257,10.0,1.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.812913356642856,10.0,1.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.778151250383644,10.0,1.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.740362689494244,10.0,1.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.698970004336019,10.0,1.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.653212513775344,10.0,2.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.6020599913279625,10.0,2.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.544068044350276,10.0,2.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.477121254719663,10.0,2.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.3979400086720375,10.0,2.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.301029995663981,10.0,3.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.176091259055681,10.0,3.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,6.0,10.0,3.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,5.903089986991944,10.0,3.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,5.778151250383644,10.0,3.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,5.6020599913279625,10.0,4.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,5.301029995663981,10.0,4.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,5.0,10.0,4.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,4.903089986991944,10.0,4.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,10 K,4.778151250383644,10.0,4.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.778151250383644,20.0,1.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.740362689494244,20.0,1.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.698970004336019,20.0,1.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.653212513775344,20.0,1.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.6020599913279625,20.0,1.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.544068044350276,20.0,2.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.477121254719663,20.0,2.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.3979400086720375,20.0,2.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.301029995663981,20.0,2.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.176091259055681,20.0,2.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,6.0,20.0,3.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,5.903089986991944,20.0,3.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,5.778151250383644,20.0,3.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,5.6020599913279625,20.0,3.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,5.301029995663981,20.0,3.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,5.0,20.0,4.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,4.903089986991944,20.0,4.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,4.778151250383644,20.0,4.4,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,4.6020599913279625,20.0,4.6,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,20 K,4.301029995663981,20.0,4.8,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,30 K,6.698970004336019,30.0,1.0,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,30 K,6.653212513775344,30.0,1.2,40.0,50.0
0107109v1.pdf,9,SrLaCuO4,30 K,6.6020599913279625,30.0,1.4,40.0,50.0
