paper_id,compound_formula,substructure,field_T,Tc_K,Tc_source,sample,sample_choice_reason,n_T_pts,T_min,T_max,t_reduced_max,beta_T,logJc0,SE_beta_T,rms,x_span_dex,beta_lo,beta_hi,source,field_span_dex,grade,grade_reason
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,0.1799,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,3.8976069450196236,6.667450330177133,0.22760151221958747,0.02026085471668206,0.2135,3.451507981069232,4.343705908970015,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,0.2692,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,4.051246517499584,6.628388254817219,0.22995923182732517,0.020470736513903857,0.2135,3.600526423118027,4.501966611881142,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,0.4026,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,4.177770237351392,6.584000229171707,0.2541274046797722,0.022622162636497727,0.2135,3.6796805241790382,4.675859950523745,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,0.6023,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,4.198050108411043,6.525640056914368,0.3511746629890694,0.031261210690624715,0.2135,3.509747768952467,4.886352447869619,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,0.9009,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,3.996056321642227,6.450828434508978,0.4716381041739101,0.041984743485797345,0.2135,3.071645637461363,4.920467005823091,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,1.3476,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,3.680465437323501,6.373028145165097,0.5082828268301215,0.04524681935967949,0.2135,2.684231096736463,4.676699777910539,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,2.0159,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,3.2479160824438997,6.297808689184851,0.5236503572087535,0.04661482125614871,0.2135,2.221561382314743,4.274270782573057,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,3.0155,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,2.9038391981163385,6.238725938751392,0.4366726362073673,0.03887215315341221,0.2135,2.0479608311498985,3.7597175650827785,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,4.5108,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,2.520839520427191,6.208067918296153,0.3019432566320055,0.02687868105814995,0.2135,1.9290307374284605,3.112648303425922,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0903.0004v2.pdf,Ba(FeAs)2,iron_pnictide_122,6.7476,22.6,"paper-reported: an onset to superconductivity at 22.6 K, for the plate-like crystal from the same batch us",Rb-substituted BaFe2As2,,3,2.0,10.0,0.4425,3.013339828053333,6.224442795539933,0.20093407320576503,0.01788694646688205,0.2135,2.6195090445700333,3.4071706115366323,rebuilt from figure trace 0903_0004v2_fig6b,1.5741,extrapolated,3 isotherms; lever 0.213 dex
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,0.1089,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,1.8713814460982874,5.860160484023286,0.1255105084371555,0.03285903956881827,0.3882,1.6253808495614626,2.117382042635112,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,0.1661,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,2.08735843851586,5.841512891327092,0.0735277726069074,0.019249798439842876,0.3882,1.9432440042063215,2.2314728728253987,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,0.2533,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,2.2541748288626624,5.8127400156070355,0.13204758137740522,0.03457046549707407,0.3882,1.9953615693629483,2.5129880883623765,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,0.3864,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,2.286058461527298,5.751784749801417,0.20454600203041493,0.05355077640950166,0.3882,1.8851482975476845,2.686968625506911,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,0.5893,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,2.17769756086217,5.6546385776742225,0.20361642401550883,0.05330741000811865,0.3882,1.7786093697917724,2.576785751932567,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,0.8988,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,2.017931830844731,5.559547415253882,0.18060675937977005,0.0472834085906632,0.3882,1.6639425824603817,2.3719210792290806,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,1.371,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,1.8116873923176815,5.476899809380301,0.16947385168447424,0.0443687788992466,0.3882,1.479518643016112,2.143856141619251,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,2.0911,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,1.5757053820604388,5.408009902540705,0.1245279279908914,0.032601796966861114,0.3882,1.3316306431982916,1.819780120922586,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,3.1896,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,1.5227155881187475,5.362196156000677,0.3314310999946484,0.08676968777091772,0.3882,0.8731106321292366,2.1723205441082585,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
0906.0444v1.pdf,Ba(FeAs)2,iron_pnictide_122,4.865,24.0,paper-reported: Tc of the irradiated Ba(Fe0.93Co0.07)2As2 sample is 24 K and is not affected by the introd,Ba(Fe0.93Co0.07)2As2,,6,2.0,15.0,0.625,1.468561326112489,5.3615440569621695,0.15441846368942844,0.04042723172512432,0.3882,1.1659011372812094,1.7712215149437687,rebuilt from figure trace 0906_0444v1_fig3a,1.6501,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,0.3609,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,4.549676799935966,6.184001295915628,0.5348324425279075,0.15517689128876191,0.3782,3.5014052125812674,5.597948387290665,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,0.5086,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,4.53714332710604,6.103095232781622,0.524315978752008,0.15212563256484893,0.3782,3.509484008752105,5.5648026454599755,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,0.7169,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,4.406799374076621,6.014726559050983,0.5072328014557121,0.14716910013453433,0.3782,3.412623083223425,5.400975664929817,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,1.0106,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,4.101600958795538,5.9166095123185825,0.42069759440600635,0.12206167704416708,0.3782,3.277033673759766,4.926168243831311,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,1.4244,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,3.6430857244394677,5.815085086010026,0.3474376019087408,0.10080593975599669,0.3782,2.9621080246983356,4.3240634241806,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,2.0078,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,3.2442905179309274,5.749310989438524,0.28789866240123435,0.08353124433973573,0.3782,2.680009139624508,3.8085718962373467,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,2.8301,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,3.1746535488686405,5.768244026415467,0.24286820985934365,0.07046605778196234,0.3782,2.698631857544327,3.650675240192954,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,3.9891,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,3.6191336949379123,5.860290760296604,0.34134561614335096,0.09903840409869732,0.3782,2.9500962872969443,4.28817110257888,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,5.6229,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,4.1500810013812846,5.897807350335416,0.5415915086263543,0.1571379743902559,0.3782,3.0885616444736304,5.211600358288939,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1002.0208v2.pdf,Pr2FeAs2O,iron_pnictide_1111,7.9257,48.0,paper-reported: the M(T) curve exhibits a usual superconducting behavior with the diamagnetic onset temper,PrFeAsO0.60F0.12,,7,5.0,30.0,0.625,5.432225843298068,6.092511946994949,0.49985856022340813,0.14502952942219366,0.3782,4.452503065260188,6.411948621335948,rebuilt from figure trace 1002_0208v2_fig5a,1.3417,measured,
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,10.2848,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,2.730822551267746,5.194314468578677,0.17361829569760678,0.022240893572352382,0.3134,2.3905306917004365,3.0711144108350554,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,10.616,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,2.7754354293774974,5.187638542428994,0.18995974241033112,0.024334269594134053,0.3134,2.4031143342532486,3.1477565245017463,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,10.9578,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,2.8193858253340545,5.178596120114894,0.21722995192111397,0.027827644672999273,0.3134,2.393615119568671,3.245156531099438,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,11.3107,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,2.88064222166027,5.175334260824007,0.22826922967348479,0.02924180094391296,0.3134,2.43323453150024,3.3280499118203,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,11.6749,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,2.933249860627206,5.167883526577067,0.25063908975550764,0.032107430256270865,0.3134,2.441997244706411,3.424502476548001,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,12.0508,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,3.0049469188607065,5.16767210846803,0.2670667510453145,0.03421185055898833,0.3134,2.48149608681189,3.528397750909523,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,12.4389,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,3.0388589435796685,5.150696723261173,0.3018831613818797,0.03867191091009089,0.3134,2.4471679472711845,3.6305499398881524,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,12.8394,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,3.1018168113813593,5.144227899537346,0.32277414525550086,0.04134809285904975,0.3134,2.4691794866805776,3.734454136082141,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,13.2529,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,3.1844210316696047,5.145437667826792,0.3309479098022779,0.04239517045326231,0.3134,2.5357631284571402,3.833078934882069,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1104.0477v2.pdf,Fe2TeSe,iron_chalcogenide_11,13.6797,15.2,paper-reported: the midpoint Tc and zero-resistivity Tc are 16.1 and 15.2 K for C1; Jc is measured on C1,FeSe0.5Te0.5 film C1,,3,4.5,10.0,0.6579,3.2488902134039703,5.138865738478405,0.3546992721491692,0.045437773308180614,0.3134,2.5536796399915986,3.944100786816342,rebuilt from figure trace 1104_0477v2_fig3c,0.1239,extrapolated,3 isotherms; field grid spans 0.124 dex
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.1102,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,1.5837180926961554,3.554308726382384,0.03768913768041923,0.009400249019132818,0.3233,1.5098473828425336,1.6575888025497771,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.1473,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,1.6257569564022132,3.5002057702383027,0.03060974923117441,0.007634540955171254,0.3233,1.5657618479091113,1.685752064895315,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.1967,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,1.7186149954313976,3.450153245997953,0.05509921623787509,0.013742589649753719,0.3233,1.6106205316051625,1.8266094592576327,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.2628,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,1.9162606289270616,3.412307532988887,0.0612006230453324,0.01526437409182464,0.3233,1.7963074077582102,2.0362138500959133,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.351,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,2.107317160143942,3.3724918056224302,0.06763543770188132,0.016869315565318514,0.3233,1.9747517022482548,2.2398826180396294,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.4689,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,2.475441699484021,3.3396699976348363,0.06835574538972802,0.017048971350854637,0.3233,2.341464438520154,2.6094189604478877,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.6264,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,2.779669810213689,3.283817745599491,0.05326617847033303,0.013285401915121026,0.3233,2.6752681004118366,2.884071520015542,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,0.8369,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,2.9761874189802793,3.223341018770132,0.07144621277202372,0.017819781318050572,0.3233,2.8361528419471127,3.116221996013446,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,1.1179,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,3.7255281560719196,3.1982029388700677,0.18262501664023287,0.04554948027992047,0.3233,3.367583123457063,4.083473188686776,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1108.0407v1.pdf,Fe9Se8,iron_chalcogenide_11,1.4934,9.8,"paper-reported: the midpoint of resistive transition with Tc = 9.8 K; the paper also gives Tc,onset 11.4 K",beta-FeSe,,7,1.8,6.0,0.6122,5.622415409924377,3.3466265311696324,0.6565502080314269,0.16375369214842214,0.3233,4.335577002182781,6.909253817665974,rebuilt from figure trace 1108_0407v1_fig5d,1.132,measured,
1111.3923v1.pdf,Fe2TeSe,iron_chalcogenide_11,0.1974,17.7,paper-reported: the Fe/FeSe1-xTex bilayer with a high Tc of 17.7 K showed strong intrinsic pinning; 13.6 K,FeSe(1-x)Te(x) film,,4,4.2,12.0,0.678,1.6238928479977728,5.996828768803733,0.12823152881855165,0.024861672839846305,0.3745,1.3725590515134116,1.875226644482134,rebuilt from figure trace 1111_3923v1_fig4a,1.6005,measured,
1111.3923v1.pdf,Fe2TeSe,iron_chalcogenide_11,0.2973,17.7,paper-reported: the Fe/FeSe1-xTex bilayer with a high Tc of 17.7 K showed strong intrinsic pinning; 13.6 K,FeSe(1-x)Te(x) film,,4,4.2,12.0,0.678,1.7292324801630128,5.964435840587153,0.07546724753912504,0.014631674719376667,0.3745,1.5813166749863277,1.877148285339698,rebuilt from figure trace 1111_3923v1_fig4a,1.6005,measured,
1111.3923v1.pdf,Fe2TeSe,iron_chalcogenide_11,0.4477,17.7,paper-reported: the Fe/FeSe1-xTex bilayer with a high Tc of 17.7 K showed strong intrinsic pinning; 13.6 K,FeSe(1-x)Te(x) film,,4,4.2,12.0,0.678,1.7973788978833487,5.904966830042154,0.09174254760303,0.017787148176545614,0.3745,1.6175635045814099,1.9771942911852876,rebuilt from figure trace 1111_3923v1_fig4a,1.6005,measured,
